scope,feature,count,null_count,nonfinite_count,min,max,mean,std,p01,p50,p99
profiling_interaction,frame_length_std,1424,0,0,0.0,686.9497798238237,370.974183235332,196.80096234995102,0.0,367.47207836972086,651.8760368719884
profiling_interaction,frame_length_min,1424,0,0,60.0,1435.0,99.40238764044943,158.44591204843292,60.0,62.0,1022.8399999999965
profiling_interaction,frame_length_max,1424,0,0,60.0,1451.0,1096.1404494382023,435.6075296418747,60.0,1242.0,1435.0
profiling_interaction,ipv4_ratio,1424,0,0,0.6,1.0,0.9991573033707865,0.014509507829257685,1.0,1.0,1.0
profiling_interaction,ipv6_ratio,1424,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profiling_interaction,arp_ratio,1424,0,0,0.0,0.36,0.0007584269662921348,0.01291667599941583,0.0,0.0,0.0
profiling_interaction,llc_ratio,1424,0,0,0.0,0.04,8.426966292134831e-05,0.001834035207068007,0.0,0.0,0.0
profiling_interaction,other_protocol_ratio,1424,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profiling_interaction,tcp_ratio,1424,0,0,0.0,1.0,0.5433146067415733,0.49200144092932485,0.0,1.0,1.0
profiling_interaction,udp_ratio,1424,0,0,0.0,1.0,0.45359550561797735,0.4903696088036314,0.0,0.0,1.0
profiling_interaction,icmp_ratio,1424,0,0,0.0,0.16,0.002247191011235956,0.011875080980328405,0.0,0.0,0.04
profiling_interaction,icmpv6_ratio,1424,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profiling_interaction,igmp_ratio,1424,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profiling_interaction,tcp_syn_ratio,1424,0,0,0.0,0.3333333333333333,0.002386003632677198,0.01930252972131742,0.0,0.0,0.09249999999999978
profiling_interaction,tcp_ack_ratio,1424,0,0,0.0,1.0,0.6129826849426939,0.48581108098475256,0.0,1.0,1.0
profiling_interaction,tcp_fin_ratio,1424,0,0,0.0,1.0,0.003317625172481766,0.039685084764737526,0.0,0.0,0.08333333333333333
profiling_interaction,tcp_rst_ratio,1424,0,0,0.0,0.32,0.001084813508490327,0.013767099375043744,0.0,0.0,0.0
profiling_interaction,tcp_psh_ratio,1424,0,0,0.0,1.0,0.35716801660049,0.376412511344975,0.0,0.28,1.0
profiling_interaction,tcp_urg_ratio,1424,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profiling_interaction,unique_ip_count,1424,0,0,2.0,6.0,2.3237359550561796,0.593597466935439,2.0,2.0,4.769999999999982
profiling_interaction,unique_port_count,1424,0,0,2.0,10.0,2.316011235955056,0.8970124195197284,2.0,2.0,7.0
profiling_power,window_span_seconds,15,0,0,0.37767601013183594,6.201815128326416,1.7862733999888103,2.0475014637241484,0.3788625192642212,0.7514429092407227,6.127983865737915
profiling_power,iat_mean_seconds,15,0,0,0.015736500422159832,0.25840896368026733,0.07442805833286711,0.08531256098850619,0.015785938302675884,0.03131012121836344,0.25533266107241315
profiling_power,iat_std_seconds,15,0,0,0.024131243042521802,0.9248226465633264,0.2345244888209457,0.34786524828785487,0.024220710972921666,0.04662515006298718,0.9239821073819741
profiling_power,iat_p50_seconds,15,0,0,0.0013724565505981445,0.03571140766143799,0.01526626745859782,0.011301470820981315,0.001393885612487793,0.015275955200195312,0.03531136512756347
profiling_power,iat_p95_seconds,15,0,0,0.05495442152023314,0.35805542469024637,0.14176104148228952,0.08602147796292269,0.0550279846191406,0.11111415624618518,0.3454825067520139
profiling_power,frame_length_mean,15,0,0,105.92,277.72,180.536,51.7719425686668,106.56400000000001,161.4,274.1416
profiling_power,frame_length_std,15,0,0,102.3139951326308,494.19797814236347,284.4882956181048,149.66575757212834,102.33588274479473,213.40532701879766,494.1249666292807
profiling_power,frame_length_min,15,0,0,60.0,60.0,60.0,0.0,60.0,60.0,60.0
profiling_power,frame_length_max,15,0,0,348.0,2241.0,1410.5333333333333,743.7209034457901,348.0,1106.0,2241.0
profiling_power,ipv4_ratio,15,0,0,0.88,1.0,0.9760000000000001,0.047999999999999994,0.88,1.0,1.0
profiling_power,ipv6_ratio,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profiling_power,arp_ratio,15,0,0,0.0,0.08,0.016,0.031999999999999994,0.0,0.0,0.08
profiling_power,llc_ratio,15,0,0,0.0,0.04,0.008,0.015999999999999997,0.0,0.0,0.04
profiling_power,other_protocol_ratio,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profiling_power,tcp_ratio,15,0,0,0.64,1.0,0.8800000000000001,0.12393546707863733,0.64,0.92,0.9944
profiling_power,udp_ratio,15,0,0,0.0,0.24,0.096,0.07838367176906169,0.005600000000000001,0.08,0.24
profiling_power,icmp_ratio,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profiling_power,icmpv6_ratio,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profiling_power,igmp_ratio,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profiling_power,tcp_syn_ratio,15,0,0,0.0,0.13636363636363635,0.07675537988581467,0.039220856481720266,0.005600000000000001,0.08333333333333333,0.13477272727272727
profiling_power,tcp_ack_ratio,15,0,0,0.9090909090909091,1.0,0.9587134387351779,0.02444045448888278,0.9130681818181817,0.9565217391304348,1.0
profiling_power,tcp_fin_ratio,15,0,0,0.0,0.08695652173913043,0.04242292490118577,0.029846350977079147,0.0,0.043478260869565216,0.08644927536231883
profiling_power,tcp_rst_ratio,15,0,0,0.0,0.04,0.0026666666666666666,0.009977753031397179,0.0,0.0,0.03439999999999998
profiling_power,tcp_psh_ratio,15,0,0,0.3333333333333333,0.6666666666666666,0.5264404918752744,0.11632517718240501,0.33536231884057965,0.5833333333333334,0.6646376811594202
profiling_power,tcp_urg_ratio,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
profiling_power,unique_ip_count,15,0,0,3.0,5.0,4.466666666666667,0.618241233033047,3.14,5.0,5.0
profiling_power,unique_port_count,15,0,0,3.0,7.0,5.533333333333333,0.8844332774281067,3.2800000000000002,6.0,6.859999999999999
publisher_benign,window_span_seconds,10000,0,0,0.0,10.55168104171753,0.6536502496242523,0.5907721168202837,0.0004901266098022462,0.6739394664764404,1.9993738245964052
publisher_benign,iat_mean_seconds,10000,0,0,0.0,0.4396533767382304,0.02723585875332356,0.024615646551995617,2.0621617635091147e-05,0.02808081110318502,0.08330724269151688
publisher_benign,iat_std_seconds,10000,0,0,0.0,0.6925267863299438,0.05993956856214708,0.056052386180401315,2.0533361366770378e-05,0.05666545793889359,0.206179300293084
publisher_benign,iat_p50_seconds,10000,0,0,0.0,0.2636425495147705,0.0021226133823394775,0.007870809581610601,0.0,0.00010859966278076172,0.02342600464820863
publisher_benign,iat_p95_seconds,10000,0,0,0.0,1.6216302752494807,0.12452513647913965,0.12638592431733814,3.996992111206054e-05,0.11283994317054746,0.5398349986076348
publisher_benign,frame_length_mean,10000,0,0,61.84,1514.0,318.5471240000012,401.4730577191529,66.88,114.42,1514.0
publisher_benign,frame_length_std,10000,0,0,0.0,723.4205681344706,180.45464790314725,188.6036353920858,0.0,78.83107790947156,689.28
publisher_benign,frame_length_min,10000,0,0,42.0,1514.0,108.819,236.44010497162827,42.0,66.0,1514.0
publisher_benign,frame_length_max,10000,0,0,66.0,1514.0,714.6922,509.81998926989695,68.0,585.0,1514.0
publisher_benign,ipv4_ratio,10000,0,0,0.28,1.0,0.9810799999999941,0.0599529282020479,0.68,1.0,1.0
publisher_benign,ipv6_ratio,10000,0,0,0.0,0.44,0.003259999999999957,0.015679681119207384,0.0,0.0,0.04
publisher_benign,arp_ratio,10000,0,0,0.0,0.72,0.015500000000000009,0.05760199649317977,0.0,0.0,0.32
publisher_benign,llc_ratio,10000,0,0,0.0,0.08,3.5999999999999994e-05,0.0013261613778116077,0.0,0.0,0.0
publisher_benign,other_protocol_ratio,10000,0,0,0.0,0.04,0.00012400000000000003,0.00222365105176163,0.0,0.0,0.0
publisher_benign,tcp_ratio,10000,0,0,0.0,1.0,0.7672600000000274,0.347883101630421,0.0,0.92,1.0
publisher_benign,udp_ratio,10000,0,0,0.0,1.0,0.216295999999989,0.3494210645968572,0.0,0.04,1.0
publisher_benign,icmp_ratio,10000,0,0,0.0,0.16,0.0003280000000000002,0.004822075901517021,0.0,0.0,0.0
publisher_benign,icmpv6_ratio,10000,0,0,0.0,0.24,0.0003160000000000001,0.005856632479506459,0.0,0.0,0.0
publisher_benign,igmp_ratio,10000,0,0,0.0,0.2,0.00014000000000000001,0.004361238356247589,0.0,0.0,0.0
publisher_benign,tcp_syn_ratio,10000,0,0,0.0,1.0,0.007180624867863338,0.042289962383413565,0.0,0.0,0.13642857142857284
publisher_benign,tcp_ack_ratio,10000,0,0,0.0,1.0,0.8884896751852029,0.3080092571182309,0.0,1.0,1.0
publisher_benign,tcp_fin_ratio,10000,0,0,0.0,1.0,0.006679512283886513,0.03905413385807155,0.0,0.0,0.12
publisher_benign,tcp_rst_ratio,10000,0,0,0.0,1.0,0.0029628325165285004,0.029681052572342607,0.0,0.0,0.08695652173913043
publisher_benign,tcp_psh_ratio,10000,0,0,0.0,1.0,0.4176875047778677,0.2077484987285821,0.0,0.48,1.0
publisher_benign,tcp_urg_ratio,10000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
publisher_benign,unique_ip_count,10000,0,0,2.0,28.0,8.7824,4.1614000336425,2.0,9.0,18.0
publisher_benign,unique_port_count,10000,0,0,2.0,28.0,10.5968,5.248469277798952,2.0,12.0,24.0
