group,pcap_path,pcap_id,feature,scope,window_count,nonzero_count,nonzero_rate,mean,p50,p95,p99,max
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_count,windows_with_mqtt,902,1,0.0011086474501108647,0.0011086474501108647,0.0,0.0,0.0,1.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_incomplete_count,all_windows,2053,3,0.0014612761811982464,0.0029225523623964927,0.0,0.0,0.0,2.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_incomplete_count,windows_with_mqtt,902,3,0.0033259423503325942,0.0066518847006651885,0.0,0.0,0.0,2.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_ratio,all_windows,2053,1,0.0004870920603994155,7.856323554829282e-06,0.0,0.0,0.0,0.016129032258064516
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_ratio,windows_with_mqtt,902,1,0.0011086474501108647,1.788141048565911e-05,0.0,0.0,0.0,0.016129032258064516
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_incomplete_ratio,all_windows,2053,3,0.0014612761811982464,6.299760735895854e-05,0.0,0.0,0.0,0.05263157894736842
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_incomplete_ratio,windows_with_mqtt,902,3,0.0033259423503325942,0.00014338590677155422,0.0,0.0,0.0,0.05263157894736842
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_fixed_header_count,all_windows,2053,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_fixed_header_count,windows_with_mqtt,902,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_remaining_length_count,all_windows,2053,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_remaining_length_count,windows_with_mqtt,902,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_publish_count,all_windows,2053,864,0.42084754018509496,5.795908426692645,0.0,26.0,36.0,60.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_publish_count,windows_with_mqtt,902,864,0.9578713968957872,13.19179600886918,12.0,30.949999999999932,43.99000000000001,60.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_publish_qos_count,all_windows,2053,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_publish_qos_count,windows_with_mqtt,902,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_publish_wildcard_topic_count,all_windows,2053,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_publish_wildcard_topic_count,windows_with_mqtt,902,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_publish_topic_count,all_windows,2053,1,0.0004870920603994155,0.0004870920603994155,0.0,0.0,0.0,1.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_publish_topic_count,windows_with_mqtt,902,1,0.0011086474501108647,0.0011086474501108647,0.0,0.0,0.0,1.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_connect_count,all_windows,2053,289,0.14076960545543107,0.2830004870920604,0.0,2.0,3.0,3.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_connect_count,windows_with_mqtt,902,289,0.3203991130820399,0.6441241685144125,0.0,3.0,3.0,3.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_connect_count,all_windows,2053,0,0.0,0.0,0.0,0.0,0.0,0.0
mqtt_malformed,data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train-047bd795e609d53a,mqtt_invalid_connect_count,windows_with_mqtt,902,0,0.0,0.0,0.0,0.0,0.0,0.0
