pcap_id,pcap_path,binary_label,status,error_message,manifest_file_size,disk_file_size,input_file_size,output_path,output_row_count,output_file_size,packets_processed,windows_written,resumed,elapsed_seconds,feature_strategy_version,feature_build_strategy_version,feature_schema_sha256
Ecobee_Camera_LAN_WATCH-86027c5a7abe11b1,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_LAN_WATCH.pcap,BENIGN,ok,,11744319,11744319,11744319,data/features/v1/train/Ecobee_Camera_LAN_WATCH-86027c5a7abe11b1.parquet,1464,90093,36647,1464,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Ecobee_Camera_WAN_MIC-9f00e38f021daf12,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_WAN_MIC.pcap,BENIGN,ok,,14783351,14783351,14783351,data/features/v1/train/Ecobee_Camera_WAN_MIC-9f00e38f021daf12.parquet,1433,87846,35853,1433,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Ecobee_Camera_WAN_WATCH-d8fd5b4e4a5384d9,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Ecobee_Camera/Ecobee_Camera_WAN_WATCH.pcap,BENIGN,ok,,10812301,10812301,10812301,data/features/v1/train/Ecobee_Camera_WAN_WATCH-d8fd5b4e4a5384d9.parquet,1334,83325,33376,1334,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
M1T_Camera_LAN_MIC-82292e094d4c92fc,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_MIC.pcap,BENIGN,ok,,7351612,7351612,7351612,data/features/v1/train/M1T_Camera_LAN_MIC-82292e094d4c92fc.parquet,643,44130,16106,643,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
M1T_Camera_LAN_PHOTO-5c311124058e65a8,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_PHOTO.pcap,BENIGN,ok,,971116,971116,971116,data/features/v1/train/M1T_Camera_LAN_PHOTO-5c311124058e65a8.parquet,56,14060,1439,56,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
M1T_Camera_LAN_PRECORDING-52238a5ec47bd101,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_PRECORDING.pcap,BENIGN,ok,,4589034,4589034,4589034,data/features/v1/train/M1T_Camera_LAN_PRECORDING-52238a5ec47bd101.parquet,338,28636,8484,338,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
M1T_Camera_LAN_WATCH-be56cf109f9deaa9,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_LAN_WATCH.pcap,BENIGN,ok,,3927885,3927885,3927885,data/features/v1/train/M1T_Camera_LAN_WATCH-be56cf109f9deaa9.parquet,473,35937,11865,473,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
M1T_Camera_WAN_MIC-81f4bd71b5e6453b,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_MIC.pcap,BENIGN,ok,,7757592,7757592,7757592,data/features/v1/train/M1T_Camera_WAN_MIC-81f4bd71b5e6453b.parquet,693,46969,17354,693,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
M1T_Camera_WAN_PHOTO-3ed5188c39d7b60c,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_PHOTO.pcap,BENIGN,ok,,1512190,1512190,1512190,data/features/v1/train/M1T_Camera_WAN_PHOTO-3ed5188c39d7b60c.parquet,229,23078,5769,229,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
M1T_Camera_WAN_RECORDING-24eb271fd02aef20,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_RECORDING.pcap,BENIGN,ok,,6376820,6376820,6376820,data/features/v1/train/M1T_Camera_WAN_RECORDING-24eb271fd02aef20.parquet,657,45826,16442,657,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
M1T_Camera_WAN_WATCH-87c44d4b3f40c536,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/M1T_Camera/M1T_Camera_WAN_WATCH.pcap,BENIGN,ok,,6000664,6000664,6000664,data/features/v1/train/M1T_Camera_WAN_WATCH-87c44d4b3f40c536.parquet,629,44248,15752,629,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Owltron_Camera_LAN_MIC-513871f21444e330,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_MIC.pcap,BENIGN,ok,,29541025,29541025,29541025,data/features/v1/train/Owltron_Camera_LAN_MIC-513871f21444e330.parquet,1555,86849,38911,1555,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Owltron_Camera_LAN_PHOTO-69a017e92848fbf2,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_PHOTO.pcap,BENIGN,ok,,6526724,6526724,6526724,data/features/v1/train/Owltron_Camera_LAN_PHOTO-69a017e92848fbf2.parquet,351,29253,8810,351,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Owltron_Camera_LAN_RECORDING-ca11ebd976e95b7a,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_RECORDING.pcap,BENIGN,ok,,28517721,28517721,28517721,data/features/v1/train/Owltron_Camera_LAN_RECORDING-ca11ebd976e95b7a.parquet,1465,81965,36662,1465,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Owltron_Camera_LAN_WATCH-cda5a932525e6361,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_WATCH.pcap,BENIGN,ok,,22179270,22179270,22179270,data/features/v1/train/Owltron_Camera_LAN_WATCH-cda5a932525e6361.parquet,1223,72880,30605,1223,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Owltron_Camera_WAN_MIC-7fcce3ac94583d03,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_MIC.pcap,BENIGN,ok,,28442798,28442798,28442798,data/features/v1/train/Owltron_Camera_WAN_MIC-7fcce3ac94583d03.parquet,1491,83620,37326,1491,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Owltron_Camera_WAN_PHOTO-5c62c1a67a91c873,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_PHOTO.pcap,BENIGN,ok,,4429983,4429983,4429983,data/features/v1/train/Owltron_Camera_WAN_PHOTO-5c62c1a67a91c873.parquet,226,22490,5695,226,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Owltron_Camera_WAN_RECORDING-3648d530c3ad1085,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_RECORDING.pcap,BENIGN,ok,,32364662,32364662,32364662,data/features/v1/train/Owltron_Camera_WAN_RECORDING-3648d530c3ad1085.parquet,1604,88289,40120,1604,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Owltron_Camera_WAN_WATCH-e3699111318bff69,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_WATCH.pcap,BENIGN,ok,,26913944,26913944,26913944,data/features/v1/train/Owltron_Camera_WAN_WATCH-e3699111318bff69.parquet,1400,79098,35040,1400,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Singcall_LAN_PHYSICAL-015d084b26c99a8c,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Singcall/Singcall_LAN_PHYSICAL.pcap,BENIGN,ok,,62272,62272,62272,data/features/v1/train/Singcall_LAN_PHYSICAL-015d084b26c99a8c.parquet,16,12134,419,16,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Singcall_WAN_PHYSICAL-648acf97ea26a9fb,data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Singcall/Singcall_WAN_PHYSICAL.pcap,BENIGN,ok,,51650,51650,51650,data/features/v1/train/Singcall_WAN_PHYSICAL-648acf97ea26a9fb.parquet,12,11762,334,12,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Blink_Mini_Camera_Power-ae915edb988f5bdc,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,BENIGN,ok,,93973,93973,93973,data/features/v1/train/Blink_Mini_Camera_Power-ae915edb988f5bdc.parquet,15,11963,568,15,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Ecobee_Camera_Power-670935afbd6dd632,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Ecobee_Camera_Power.pcap,BENIGN,ok,,1362348,1362348,1362348,data/features/v1/train/Ecobee_Camera_Power-670935afbd6dd632.parquet,90,17012,2651,90,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
M1T_Camera_Power-09122daa7d244f73,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/M1T_Camera_Power.pcap,BENIGN,ok,,124866,124866,124866,data/features/v1/train/M1T_Camera_Power-09122daa7d244f73.parquet,13,11777,413,13,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Owltron_Camera_Power-e29ebcb4aba84f5c,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Owltron_Camera_Power.pcap,BENIGN,ok,,270071,270071,270071,data/features/v1/train/Owltron_Camera_Power-e29ebcb4aba84f5c.parquet,40,13842,1207,40,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
Singcall_Power-2e7ddb9f29135c81,data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Singcall_Power.pcap,BENIGN,ok,,79525,79525,79525,data/features/v1/train/Singcall_Power-2e7ddb9f29135c81.parquet,16,12229,506,16,true,0.000000,phase1c2_v1,phase1c3_v1,d3ee4f40f9e2a3da8f2821ea41d5115a8117b1cd921e7a9fb8558026aa02e69b
