pcap_path,pcap_id,modeling_group_key,modeling_split,binary_label,attack_family,attack_type,profiling_type,device,window_count,feature_parquet_path,selection_reason,benign_category,group_kind
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_PHOTO.pcap,Owltron_Camera_LAN_PHOTO-69a017e92848fbf2,benign|device|Owltron_Camera,validation,BENIGN,,,interaction,Owltron_Camera,351,data/features/v1/train/Owltron_Camera_LAN_PHOTO-69a017e92848fbf2.parquet,profiling_device_holdout|closest_group_to_target_validation_fraction|target=0.20|actual=0.059911|windows=9355|profiling_share=0.059911,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_RECORDING.pcap,Owltron_Camera_LAN_RECORDING-ca11ebd976e95b7a,benign|device|Owltron_Camera,validation,BENIGN,,,interaction,Owltron_Camera,1465,data/features/v1/train/Owltron_Camera_LAN_RECORDING-ca11ebd976e95b7a.parquet,profiling_device_holdout|closest_group_to_target_validation_fraction|target=0.20|actual=0.059911|windows=9355|profiling_share=0.059911,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_WATCH.pcap,Owltron_Camera_LAN_WATCH-cda5a932525e6361,benign|device|Owltron_Camera,validation,BENIGN,,,interaction,Owltron_Camera,1223,data/features/v1/train/Owltron_Camera_LAN_WATCH-cda5a932525e6361.parquet,profiling_device_holdout|closest_group_to_target_validation_fraction|target=0.20|actual=0.059911|windows=9355|profiling_share=0.059911,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_MIC.pcap,Owltron_Camera_WAN_MIC-7fcce3ac94583d03,benign|device|Owltron_Camera,validation,BENIGN,,,interaction,Owltron_Camera,1491,data/features/v1/train/Owltron_Camera_WAN_MIC-7fcce3ac94583d03.parquet,profiling_device_holdout|closest_group_to_target_validation_fraction|target=0.20|actual=0.059911|windows=9355|profiling_share=0.059911,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_PHOTO.pcap,Owltron_Camera_WAN_PHOTO-5c62c1a67a91c873,benign|device|Owltron_Camera,validation,BENIGN,,,interaction,Owltron_Camera,226,data/features/v1/train/Owltron_Camera_WAN_PHOTO-5c62c1a67a91c873.parquet,profiling_device_holdout|closest_group_to_target_validation_fraction|target=0.20|actual=0.059911|windows=9355|profiling_share=0.059911,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_RECORDING.pcap,Owltron_Camera_WAN_RECORDING-3648d530c3ad1085,benign|device|Owltron_Camera,validation,BENIGN,,,interaction,Owltron_Camera,1604,data/features/v1/train/Owltron_Camera_WAN_RECORDING-3648d530c3ad1085.parquet,profiling_device_holdout|closest_group_to_target_validation_fraction|target=0.20|actual=0.059911|windows=9355|profiling_share=0.059911,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_WATCH.pcap,Owltron_Camera_WAN_WATCH-e3699111318bff69,benign|device|Owltron_Camera,validation,BENIGN,,,interaction,Owltron_Camera,1400,data/features/v1/train/Owltron_Camera_WAN_WATCH-e3699111318bff69.parquet,profiling_device_holdout|closest_group_to_target_validation_fraction|target=0.20|actual=0.059911|windows=9355|profiling_share=0.059911,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Singcall/Singcall_LAN_PHYSICAL.pcap,Singcall_LAN_PHYSICAL-015d084b26c99a8c,benign|device|Singcall,fit,BENIGN,,,interaction,Singcall,16,data/features/v1/train/Singcall_LAN_PHYSICAL-015d084b26c99a8c.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Singcall/Singcall_WAN_PHYSICAL.pcap,Singcall_WAN_PHYSICAL-648acf97ea26a9fb,benign|device|Singcall,fit,BENIGN,,,interaction,Singcall,12,data/features/v1/train/Singcall_WAN_PHYSICAL-648acf97ea26a9fb.parquet,profiling_fit_remainder,profiling_interaction,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,Blink_Mini_Camera_Power-ae915edb988f5bdc,benign|device|Blink_Camera,fit,BENIGN,,,power,Blink_Camera,15,data/features/v1/train/Blink_Mini_Camera_Power-ae915edb988f5bdc.parquet,profiling_fit_remainder,profiling_power,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Ecobee_Camera_Power.pcap,Ecobee_Camera_Power-670935afbd6dd632,benign|device|Ecobee_Camera,fit,BENIGN,,,power,Ecobee_Camera,90,data/features/v1/train/Ecobee_Camera_Power-670935afbd6dd632.parquet,profiling_fit_remainder,profiling_power,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/M1T_Camera_Power.pcap,M1T_Camera_Power-09122daa7d244f73,benign|device|M1T_Camera,fit,BENIGN,,,power,M1T_Camera,13,data/features/v1/train/M1T_Camera_Power-09122daa7d244f73.parquet,profiling_fit_remainder,profiling_power,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Owltron_Camera_Power.pcap,Owltron_Camera_Power-e29ebcb4aba84f5c,benign|device|Owltron_Camera,validation,BENIGN,,,power,Owltron_Camera,40,data/features/v1/train/Owltron_Camera_Power-e29ebcb4aba84f5c.parquet,profiling_device_holdout|closest_group_to_target_validation_fraction|target=0.20|actual=0.059911|windows=9355|profiling_share=0.059911,profiling_power,profiling_device
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Singcall_Power.pcap,Singcall_Power-2e7ddb9f29135c81,benign|device|Singcall,fit,BENIGN,,,power,Singcall,16,data/features/v1/train/Singcall_Power-2e7ddb9f29135c81.parquet,profiling_fit_remainder,profiling_power,profiling_device
