pcap_path,source,binary_label,attack_family,attack_type,profiling_type,profiling_variant,device,capture_session,window_size,inactivity_timeout_seconds,backward_reset_seconds,packet_count,positive_gap_boundary_count,backward_discontinuity_boundary_count,segment_count,full_window_count,emitted_packet_count,dropped_partial_window_count,dropped_partial_packet_count,packet_retention_ratio,zero_span_window_count,zero_span_window_ratio,window_span_min,window_span_mean,window_span_p50,window_span_p95,window_span_p99,window_span_max,windowing_strategy_version
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_2,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,3.0994415283203125e-05,0.0005580519437789918,0.0004979372024536133,0.0013624310493469236,0.0022130823135375977,0.0031120777130126953,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_2,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,3.0994415283203125e-05,0.0005580519437789918,0.0004979372024536133,0.0013624310493469236,0.0022130823135375977,0.0031120777130126953,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_2,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,0.00010180473327636719,0.0011394388675689698,0.0010989904403686523,0.00219050645828247,0.0029572677612304684,0.004175901412963867,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_2,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,0.00010180473327636719,0.0011394388675689698,0.0010989904403686523,0.00219050645828247,0.0029572677612304684,0.004175901412963867,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_2,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00034689903259277344,0.0023035240173339844,0.0022344589233398438,0.003605985641479491,0.0043401336669921875,0.005800962448120117,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_2,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00034689903259277344,0.0023035240173339844,0.0022344589233398438,0.003605985641479491,0.0043401336669921875,0.005800962448120117,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_3,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,1.7881393432617188e-05,0.0003908281326293945,0.00019097328186035156,0.0011940479278564453,0.0017636442184448238,0.0030660629272460938,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_3,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,1.7881393432617188e-05,0.0003908281326293945,0.00019097328186035156,0.0011940479278564453,0.0017636442184448238,0.0030660629272460938,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_3,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,6.604194641113281e-05,0.0007963602542877198,0.0007380247116088867,0.0018854379653930658,0.0026669526100158688,0.003331899642944336,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_3,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,6.604194641113281e-05,0.0007963602542877198,0.0007380247116088867,0.0018854379653930658,0.0026669526100158688,0.003331899642944336,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_3,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.0002989768981933594,0.0016068387031555175,0.0015375614166259766,0.0030085444450378414,0.004120140075683594,0.005099773406982422,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_3,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.0002989768981933594,0.0016068387031555175,0.0015375614166259766,0.0030085444450378414,0.004120140075683594,0.005099773406982422,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_4,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,597,0.2985,0.0,0.000577174186706543,0.000102996826171875,0.0030157446861267083,0.005145640373229979,0.00863790512084961,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_4,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,597,0.2985,0.0,0.000577174186706543,0.000102996826171875,0.0030157446861267083,0.005145640373229979,0.00863790512084961,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_4,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,141,0.141,0.0,0.0011786844730377198,0.0005115270614624023,0.004192578792572021,0.006345264911651612,0.010036945343017578,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_4,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,141,0.141,0.0,0.0011786844730377198,0.0005115270614624023,0.004192578792572021,0.006345264911651612,0.010036945343017578,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_4,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,10,0.02,0.0,0.0023887929916381837,0.0019199848175048828,0.005963671207427976,0.007905466556549069,0.010711908340454102,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_4,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,10,0.02,0.0,0.0023887929916381837,0.0019199848175048828,0.005963671207427976,0.007905466556549069,0.010711908340454102,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_5,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,26,0.013,0.0,0.00043841552734375,0.0001583099365234375,0.0014813065528869627,0.0029029917716979973,0.0071790218353271484,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_5,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,26,0.013,0.0,0.00043841552734375,0.0001583099365234375,0.0014813065528869627,0.0029029917716979973,0.0071790218353271484,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_5,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,4,0.004,0.0,0.0008862791061401367,0.0007565021514892578,0.0023944497108459454,0.003862218856811522,0.0072290897369384766,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_5,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,4,0.004,0.0,0.0008862791061401367,0.0007565021514892578,0.0023944497108459454,0.003862218856811522,0.0072290897369384766,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_5,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,2.288818359375e-05,0.0017818150520324707,0.0015690326690673828,0.003792643547058105,0.006314387321472168,0.009963035583496094,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_5,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,2.288818359375e-05,0.0017818150520324707,0.0015690326690673828,0.003792643547058105,0.006314387321472168,0.009963035583496094,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_6,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,2.6941299438476562e-05,0.0003764735460281372,0.00014209747314453125,0.0012600421905517578,0.0023158836364746086,0.008302927017211914,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_6,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,2.6941299438476562e-05,0.0003764735460281372,0.00014209747314453125,0.0012600421905517578,0.0023158836364746086,0.008302927017211914,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_6,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,6.413459777832031e-05,0.000767077922821045,0.0006459951400756836,0.0017886519432067866,0.002789859771728515,0.008581876754760742,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_6,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,6.413459777832031e-05,0.000767077922821045,0.0006459951400756836,0.0017886519432067866,0.002789859771728515,0.008581876754760742,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_6,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00024390220642089844,0.0015439438819885255,0.0014255046844482422,0.0029221534729003866,0.004031412601470947,0.009207010269165039,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_6,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00024390220642089844,0.0015439438819885255,0.0014255046844482422,0.0029221534729003866,0.004031412601470947,0.009207010269165039,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_7,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,1,0.0005,0.0,0.0005644892454147339,0.0005199909210205078,0.0012920379638671875,0.002546920776367187,0.005518913269042969,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_7,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,1,0.0005,0.0,0.0005644892454147339,0.0005199909210205078,0.0012920379638671875,0.002546920776367187,0.005518913269042969,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_7,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,5.1975250244140625e-05,0.0011553699970245361,0.0011093616485595703,0.002188122272491455,0.0034043884277343735,0.005656003952026367,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_7,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,5.1975250244140625e-05,0.0011553699970245361,0.0011093616485595703,0.002188122272491455,0.0034043884277343735,0.005656003952026367,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_7,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00035500526428222656,0.0023301544189453125,0.002231597900390625,0.0038243412971496575,0.004697768688201902,0.0063610076904296875,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP7_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_7,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00035500526428222656,0.0023301544189453125,0.002231597900390625,0.0038243412971496575,0.004697768688201902,0.0063610076904296875,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_8,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,1.6927719116210938e-05,0.00645918083190918,0.00015354156494140625,0.0013984322547912595,0.002863216400146484,1.9521830081939697,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_8,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,1.6927719116210938e-05,0.00645918083190918,0.00015354156494140625,0.0013984322547912595,0.002863216400146484,1.9521830081939697,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_8,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,5.316734313964844e-05,0.013138038396835328,0.0007665157318115234,0.0022099971771240225,0.003955442905426012,2.906087875366211,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_8,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,5.316734313964844e-05,0.013138038396835328,0.0007665157318115234,0.0022099971771240225,0.003955442905426012,2.906087875366211,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_8,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00026297569274902344,0.028289060592651367,0.0015184879302978516,0.003344905376434321,0.015358450412749552,4.907384872436523,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP8_train.pcap,attacks,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_8,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00026297569274902344,0.028289060592651367,0.0015184879302978516,0.003344905376434321,0.015358450412749552,4.907384872436523,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_1,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,2.193450927734375e-05,0.0011208488941192626,0.0009593963623046875,0.002843964099884033,0.004030365943908691,0.017297983169555664,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_1,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,2.193450927734375e-05,0.0011208488941192626,0.0009593963623046875,0.002843964099884033,0.004030365943908691,0.017297983169555664,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_1,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,0.00026798248291015625,0.0022948038578033446,0.002025008201599121,0.0043537139892578115,0.005501506328582762,0.0173490047454834,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_1,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,0.00026798248291015625,0.0022948038578033446,0.002025008201599121,0.0043537139892578115,0.005501506328582762,0.0173490047454834,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_1,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.0022220611572265625,0.0046253886222839356,0.0042591094970703125,0.00684559345245361,0.008369114398956297,0.01891493797302246,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN1_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_1,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.0022220611572265625,0.0046253886222839356,0.0042591094970703125,0.00684559345245361,0.008369114398956297,0.01891493797302246,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_2,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,144,0.072,0.0,0.0004632563591003418,0.00029599666595458984,0.0014841198921203612,0.00247011661529541,0.0041539669036865234,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_2,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,144,0.072,0.0,0.0004632563591003418,0.00029599666595458984,0.0014841198921203612,0.00247011661529541,0.0041539669036865234,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_2,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,19,0.019,0.0,0.000948683500289917,0.0008330345153808594,0.0023895502090454093,0.0035810661315917973,0.005326986312866211,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_2,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,19,0.019,0.0,0.000948683500289917,0.0008330345153808594,0.0023895502090454093,0.0035810661315917973,0.005326986312866211,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_2,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00015687942504882812,0.0019201431274414062,0.0017675161361694336,0.003723549842834471,0.004825594425201416,0.005896806716918945,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN2_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_2,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00015687942504882812,0.0019201431274414062,0.0017675161361694336,0.003723549842834471,0.004825594425201416,0.005896806716918945,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_3,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,392,0.196,0.0,0.0003813399076461792,0.00015211105346679688,0.0014072418212890624,0.002497367858886718,0.005799055099487305,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_3,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,392,0.196,0.0,0.0003813399076461792,0.00015211105346679688,0.0014072418212890624,0.002497367858886718,0.005799055099487305,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_3,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,95,0.095,0.0,0.000780733585357666,0.0006039142608642578,0.0021180272102355956,0.0034887528419494623,0.0058209896087646484,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_3,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,95,0.095,0.0,0.000780733585357666,0.0006039142608642578,0.0021180272102355956,0.0034887528419494623,0.0058209896087646484,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_3,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,12,0.024,0.0,0.0015762968063354492,0.0014109611511230469,0.0036140084266662598,0.005011115074157715,0.006509065628051758,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN3_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_3,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,12,0.024,0.0,0.0015762968063354492,0.0014109611511230469,0.0036140084266662598,0.005011115074157715,0.006509065628051758,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_4,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,3.4809112548828125e-05,0.018945717930793762,0.0004055500030517578,0.03695924282073941,0.7422153949737547,2.001129150390625,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_4,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,3.4809112548828125e-05,0.018945717930793762,0.0004055500030517578,0.03695924282073941,0.7422153949737547,2.001129150390625,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_4,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,0.00010013580322265625,0.039151485204696655,0.0008313655853271484,0.15510197877883894,1.2565291428565977,3.0020101070404053,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_4,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,0.00010013580322265625,0.039151485204696655,0.0008313655853271484,0.15510197877883894,1.2565291428565977,3.0020101070404053,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_4,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00045299530029296875,0.078488112449646,0.0016289949417114258,0.29646675586700344,2.320185098648071,3.375821113586426,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-SYN4_train.pcap,attacks,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN_4,100,30.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.00045299530029296875,0.078488112449646,0.0016289949417114258,0.29646675586700344,2.320185098648071,3.375821113586426,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP1_train.pcap,attacks,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP_1,25,5.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,2.002716064453125e-05,0.00039574456214904786,0.0002675056457519531,0.0011935949325561517,0.0016660881042480469,0.0050089359283447266,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP1_train.pcap,attacks,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP_1,25,30.0,1.0,50000,0,0,1,2000,50000,0,0,1.0,0,0.0,2.002716064453125e-05,0.00039574456214904786,0.0002675056457519531,0.0011935949325561517,0.0016660881042480469,0.0050089359283447266,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP1_train.pcap,attacks,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP_1,50,5.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,5.984306335449219e-05,0.0008068287372589111,0.0007493495941162109,0.001769113540649414,0.002453157901763916,0.0057239532470703125,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP1_train.pcap,attacks,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP_1,50,30.0,1.0,50000,0,0,1,1000,50000,0,0,1.0,0,0.0,5.984306335449219e-05,0.0008068287372589111,0.0007493495941162109,0.001769113540649414,0.002453157901763916,0.0057239532470703125,phase1c1_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-TCP1_train.pcap,attacks,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP_1,100,5.0,1.0,50000,0,0,1,500,50000,0,0,1.0,0,0.0,0.0001277923583984375,0.0016373262405395509,0.001551985740661621,0.0029343843460082997,0.003698296546936033,0.006730079650878906,phase1c1_v1
