pcap_path,filename,dataset_scope,source,split,binary_label,attack_family,attack_type,profiling_type,profiling_variant,device,capture_session,file_size,grouping_key,unresolved_reason
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_LAN_PHYSICAL.pcap,Multifunctional_Pager_LAN_PHYSICAL.pcap,wifi_mqtt,profiling,test,BENIGN,,,interaction,,Multifunctional_Pager,Multifunctional_Pager_LAN_PHYSICAL,30087,profiling:device:Multifunctional_Pager,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_WAN_APP.pcap,Multifunctional_Pager_WAN_APP.pcap,wifi_mqtt,profiling,test,BENIGN,,,interaction,,Multifunctional_Pager,Multifunctional_Pager_WAN_APP,36499,profiling:device:Multifunctional_Pager,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Multifunctional_Pager/Multifunctional_Pager_WAN_PHYSICAL.pcap,Multifunctional_Pager_WAN_PHYSICAL.pcap,wifi_mqtt,profiling,test,BENIGN,,,interaction,,Multifunctional_Pager,Multifunctional_Pager_WAN_PHYSICAL,17045,profiling:device:Multifunctional_Pager,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_MIC.pcap,Owltron_Camera_LAN_MIC.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Owltron_Camera,Owltron_Camera_LAN_MIC,29541025,profiling:device:Owltron_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_PHOTO.pcap,Owltron_Camera_LAN_PHOTO.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Owltron_Camera,Owltron_Camera_LAN_PHOTO,6526724,profiling:device:Owltron_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_RECORDING.pcap,Owltron_Camera_LAN_RECORDING.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Owltron_Camera,Owltron_Camera_LAN_RECORDING,28517721,profiling:device:Owltron_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_LAN_WATCH.pcap,Owltron_Camera_LAN_WATCH.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Owltron_Camera,Owltron_Camera_LAN_WATCH,22179270,profiling:device:Owltron_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_MIC.pcap,Owltron_Camera_WAN_MIC.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Owltron_Camera,Owltron_Camera_WAN_MIC,28442798,profiling:device:Owltron_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_PHOTO.pcap,Owltron_Camera_WAN_PHOTO.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Owltron_Camera,Owltron_Camera_WAN_PHOTO,4429983,profiling:device:Owltron_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_RECORDING.pcap,Owltron_Camera_WAN_RECORDING.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Owltron_Camera,Owltron_Camera_WAN_RECORDING,32364662,profiling:device:Owltron_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Owltron_Camera/Owltron_Camera_WAN_WATCH.pcap,Owltron_Camera_WAN_WATCH.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Owltron_Camera,Owltron_Camera_WAN_WATCH,26913944,profiling:device:Owltron_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/SenseU/SenseU_LAN_EMERGENCY.pcap,SenseU_LAN_EMERGENCY.pcap,wifi_mqtt,profiling,test,BENIGN,,,interaction,,SenseU,SenseU_LAN_EMERGENCY,36196,profiling:device:SenseU,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/SenseU/SenseU_WAN_EMERGENCY.pcap,SenseU_WAN_EMERGENCY.pcap,wifi_mqtt,profiling,test,BENIGN,,,interaction,,SenseU,SenseU_WAN_EMERGENCY,23374,profiling:device:SenseU,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Singcall/Singcall_LAN_PHYSICAL.pcap,Singcall_LAN_PHYSICAL.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Singcall,Singcall_LAN_PHYSICAL,62272,profiling:device:Singcall,
data/raw/WiFI_and_MQTT/profiling/PCAP/Interactions/Singcall/Singcall_WAN_PHYSICAL.pcap,Singcall_WAN_PHYSICAL.pcap,wifi_mqtt,profiling,train,BENIGN,,,interaction,,Singcall,Singcall_WAN_PHYSICAL,51650,profiling:device:Singcall,
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Blink_Mini_Camera_Power.pcap,Blink_Mini_Camera_Power.pcap,wifi_mqtt,profiling,train,BENIGN,,,power,,Blink_Camera,Blink_Camera_Power,93973,profiling:device:Blink_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Ecobee_Camera_Power.pcap,Ecobee_Camera_Power.pcap,wifi_mqtt,profiling,train,BENIGN,,,power,,Ecobee_Camera,Ecobee_Camera_Power,1362348,profiling:device:Ecobee_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/M1T_Camera_Power.pcap,M1T_Camera_Power.pcap,wifi_mqtt,profiling,train,BENIGN,,,power,,M1T_Camera,M1T_Camera_Power,124866,profiling:device:M1T_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Multifunctional_Pager_Power.pcap,Multifunctional_Pager_Power.pcap,wifi_mqtt,profiling,test,BENIGN,,,power,,Multifunctional_Pager,Multifunctional_Pager_Power,118002,profiling:device:Multifunctional_Pager,
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Owltron_Camera_Power.pcap,Owltron_Camera_Power.pcap,wifi_mqtt,profiling,train,BENIGN,,,power,,Owltron_Camera,Owltron_Camera_Power,270071,profiling:device:Owltron_Camera,
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/SenseUBaby_Power.pcap,SenseUBaby_Power.pcap,wifi_mqtt,profiling,test,BENIGN,,,power,,SenseU,SenseU_Power,43472,profiling:device:SenseU,
data/raw/WiFI_and_MQTT/profiling/PCAP/Power/Singcall_Power.pcap,Singcall_Power.pcap,wifi_mqtt,profiling,train,BENIGN,,,power,,Singcall,Singcall_Power,79525,profiling:device:Singcall,
